StockCode,Description,UnitPrice,Nouns,Category,PriceSegment
21944,KITTENS DESIGN FLANNEL,0.85,"['kittens', 'design', 'flannel']",Home Decor,Budget
21945,STRAWBERRIES  DESIGN FLANNEL,0.85,"['strawberry', 'flannel']",Home Decor,Budget
21946,PARTY TIME DESIGN FLANNEL,0.85,"['party', 'time']",Home Decor,Budget
21947,SET OF 6 HEART CHOPSTICKS,1.25,"['heart', 'chopstick']",Home Decor,Standard
21948,SET OF 6 CAKE CHOPSTICKS,1.25,"['cake', 'chopstick']",Food,Standard
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.25,"['strawberry', 'chopsticks']",Other,Standard
21955,DOORMAT UNION JACK GUNS AND ROSES,7.95,"['doormat', 'union', 'jack', 'guns', 'rose']",Other,Luxury
21967,PACK OF 12 SKULL TISSUES,0.29,"['pack', 'skull', 'tissue']",Other,Budget
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.45,"['dinosaur', 'paper', 'doily']",Stationery,Standard
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.45,"['mushroom', 'paper', 'doily']",Stationery,Standard
21974,SET OF 36 PAISLEY FLOWER DOILIES,1.45,"['paisley', 'flower', 'doily']",Garden,Standard
21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,"['pack', 'dinosaur', 'cake', 'case']",Bags,Budget
21976,PACK OF 60 MUSHROOM CAKE CASES,0.55,"['pack', 'mushroom', 'cake', 'case']",Bags,Budget
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.55,"['pack', 'pink', 'paisley', 'cake', 'case']",Bags,Budget
21980,PACK OF 12 RED RETROSPOT TISSUES,0.29,"['pack', 'red', 'retrospot', 'tissue']",Garden,Budget
21981,PACK OF 12 WOODLAND TISSUES,0.29,"['pack', 'woodland', 'tissue']",Other,Budget
21982,PACK OF 12 SUKI TISSUES,0.29,"['pack', 'suki', 'tissue']",Other,Budget
21983,PACK OF 12 BLUE PAISLEY TISSUES,0.29,"['pack', 'blue', 'paisley', 'tissue']",Other,Budget
21984,PACK OF 12 PINK PAISLEY TISSUES,0.29,"['pack', 'pink', 'paisley', 'tissue']",Other,Budget
21985,PACK OF 12 HEARTS DESIGN TISSUES,0.29,"['pack', 'hearts', 'design', 'tissue']",Home Decor,Budget
21986,PACK OF 12 PINK POLKADOT TISSUES,0.29,"['pack', 'pink', 'tissue']",Other,Budget
21987,PACK OF 6 SKULL PAPER CUPS,0.65,"['pack', 'skull', 'paper', 'cups']",Stationery,Budget
21988,PACK OF 6 SKULL PAPER PLATES,0.85,"['pack', 'skull', 'paper', 'plate']",Stationery,Budget
21989,PACK OF 20 SKULL PAPER NAPKINS,0.85,"['pack', 'skull', 'paper', 'napkin']",Stationery,Budget
21990,MODERN FLORAL STATIONERY SET,1.25,"['modern', 'floral', 'stationery', 'set']",Other,Standard
21991,BOHEMIAN COLLAGE STATIONERY SET,1.25,"['bohemian', 'collage', 'stationery', 'set']",Other,Standard
21992,VINTAGE PAISLEY STATIONERY SET,1.25,"['vintage', 'paisley', 'stationery', 'set']",Other,Standard
21993,FLORAL FOLK STATIONERY SET,1.25,"['floral', 'folk', 'stationery', 'set']",Other,Standard
22021,BLUE FELT EASTER EGG BASKET,1.65,"['blue', 'felt', 'easter', 'egg']",Other,Standard
22023,EMPIRE BIRTHDAY CARD,0.42,"['empire', 'card']",Stationery,Budget
22024,RAINY LADIES BIRTHDAY CARD,0.42,"['rainy', 'lady', 'card']",Stationery,Budget
22025,RING OF ROSES BIRTHDAY CARD,0.42,"['ring', 'rose', 'card']",Stationery,Budget
22026,BANQUET BIRTHDAY  CARD,0.42,"['banquet', 'birthday', 'card']",Stationery,Budget
22027,TEA PARTY BIRTHDAY CARD,0.42,"['tea', 'party', 'card']",Stationery,Budget
22028,PENNY FARTHING BIRTHDAY CARD,0.42,"['penny', 'birthday', 'card']",Stationery,Budget
22029,SPACEBOY BIRTHDAY CARD,0.42,"['spaceboy', 'card']",Stationery,Budget
22030,SWALLOWS GREETING CARD,0.42,"['swallows', 'greeting', 'card']",Stationery,Budget
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.42,"['botanical', 'lavender', 'birthday', 'card']",Stationery,Budget
22032,BOTANICAL LILY GREETING CARD,0.42,"['botanical', 'lily', 'greeting']",Stationery,Budget
22033,BOTANICAL ROSE GREETING CARD,0.42,"['botanical', 'rose', 'greeting', 'card']",Stationery,Budget
22034,ROBIN CHRISTMAS CARD,0.42,"['robin', 'christmas', 'card']",Stationery,Budget
22035,VINTAGE CARAVAN GREETING CARD,0.42,"['vintage', 'caravan', 'greeting']",Stationery,Budget
22037,ROBOT BIRTHDAY CARD,0.42,"['robot', 'card']",Stationery,Budget
22038,BOTANICAL LAVENDER GIFT WRAP,0.42,"['botanical', 'lavender', 'gift', 'wrap']",Other,Budget
22039,BOTANICAL LILY GIFT WRAP,0.42,"['botanical', 'lily', 'gift', 'wrap']",Other,Budget
22040,BOTANICAL ROSE GIFT WRAP,0.42,"['botanical', 'rose', 'gift', 'wrap']",Other,Budget
22041,"RECORD FRAME 7"" SINGLE SIZE",2.55,"['record', 'frame', 'single', 'size']",Home Decor,Premium
22042,CHRISTMAS CARD SINGING ANGEL,0.42,"['christmas', 'card', 'singing', 'angel']",Stationery,Budget
22043,CHRISTMAS CARD SCREEN PRINT,0.19,"['christmas', 'card', 'screen', 'print']",Stationery,Budget
22044,CHRISTMAS CARD STACK OF PRESENTS,0.19,"['christmas', 'card', 'stack', 'present']",Stationery,Budget
22045,SPACEBOY GIFT WRAP,0.42,"['spaceboy', 'gift', 'wrap']",Other,Budget
22046,TEA PARTY  WRAPPING PAPER,0.42,"['tea', 'party', 'paper']",Stationery,Budget
22047,EMPIRE GIFT WRAP,0.42,"['empire', 'gift', 'wrap']",Other,Budget
22048,BIRTHDAY BANQUET GIFT WRAP,0.42,"['banquet', 'gift', 'wrap']",Party Supplies,Budget
22049,WRAP CHRISTMAS SCREEN PRINT,0.19,"['wrap', 'christmas', 'screen', 'print']",Christmas,Budget
22050,PINK PAISLEY ROSE GIFT WRAP,0.42,"['pink', 'paisley', 'rose', 'gift', 'wrap']",Other,Budget
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.42,"['scandinavian', 'paisley', 'wrap']",Other,Budget
22052,VINTAGE CARAVAN GIFT WRAP,0.42,"['vintage', 'caravan', 'gift', 'wrap']",Toys,Budget
22053,EMPIRE DESIGN ROSETTE,1.25,"['empire', 'design', 'rosette']",Home Decor,Standard
22055,MINI CAKE STAND  HANGING STRAWBERY,1.65,"['mini', 'cake', 'hanging', 'strawbery']",Food,Standard
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.49,"['ceramic', 'plate']",Home Decor,Standard
22059,CERAMIC STRAWBERRY DESIGN MUG,1.49,"['ceramic', 'design', 'mug']",Home Decor,Standard
22060,LARGE CAKE STAND HANGING HEARTS,3.95,"['cake', 'hearts']",Home Decor,Luxury
22061,LARGE CAKE STAND  HANGING STRAWBERY,9.95,"['cake', 'hanging', 'strawbery']",Food,Luxury
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,0.83,"['ceramic', 'bowl', 'love', 'heart']",Home Decor,Budget
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.95,"['ceramic', 'bowl', 'strawberry']",Home Decor,Premium
22064,PINK DOUGHNUT TRINKET POT,1.65,"['pink', 'doughnut', 'trinket', 'pot']",Garden,Standard
22065,CHRISTMAS PUDDING TRINKET POT,0.39,"['christmas', 'pudding', 'trinket', 'pot']",Garden,Budget
22066,LOVE HEART TRINKET POT,0.39,"['love', 'heart', 'trinket', 'pot']",Home Decor,Budget
22067,CHOC TRUFFLE GOLD TRINKET POT,1.65,"['choc', 'truffle', 'gold', 'trinket', 'pot']",Garden,Standard
22068,BLACK PIRATE TREASURE CHEST,1.65,"['pirate', 'treasure', 'chest']",Other,Standard
22069,BROWN  PIRATE TREASURE CHEST,1.65,"['brown', 'pirate', 'treasure', 'chest']",Other,Standard
22070,SMALL RED RETROSPOT MUG IN BOX,3.75,"['small', 'red', 'retrospot', 'mug', 'box']",Kitchen,Premium
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.75,"['small', 'white', 'retrospot', 'mug', 'box']",Kitchen,Premium
22072,RED RETROSPOT TEA CUP AND SAUCER,3.75,"['red', 'retrospot', 'tea', 'cup', 'saucer']",Kitchen,Premium
22073,RED RETROSPOT STORAGE JAR,3.75,"['red', 'retrospot', 'storage', 'jar']",Kitchen,Premium
22074,6 RIBBONS SHIMMERING PINKS,1.65,"['ribbons', 'shimmering', 'pink']",Jewellery,Standard
22075,6 RIBBONS ELEGANT CHRISTMAS,1.65,"['ribbons', 'elegant', 'christmas']",Christmas,Standard
22076,6 RIBBONS EMPIRE,1.65,"['ribbons', 'empire']",Other,Standard
22077,6 RIBBONS RUSTIC CHARM,1.65,"['ribbons', 'rustic', 'charm']",Other,Standard
22078,RIBBON REEL LACE DESIGN,2.1,"['ribbon', 'reel', 'lace', 'design']",Home Decor,Premium
22079,RIBBON REEL HEARTS DESIGN,1.65,"['ribbon', 'hearts', 'design']",Home Decor,Standard
22080,RIBBON REEL POLKADOTS,1.65,"['ribbon', 'polkadots']",Other,Standard
22081,RIBBON REEL FLORA + FAUNA,1.65,"['ribbon', 'flora', 'fauna']",Other,Standard
22082,RIBBON REEL STRIPES DESIGN,1.65,"['ribbon', 'reel', 'stripes', 'design']",Home Decor,Standard
22083,PAPER CHAIN KIT RETROSPOT,2.95,"['paper', 'chain', 'kit', 'retrospot']",Stationery,Premium
22084,PAPER CHAIN KIT EMPIRE,2.95,"['paper', 'chain', 'kit', 'empire']",Stationery,Premium
22085,PAPER CHAIN KIT SKULLS,2.95,"['paper', 'chain', 'kit', 'skulls']",Stationery,Premium
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.95,"['paper', 'chain', 'kit', 'christmas']",Stationery,Premium
22087,PAPER BUNTING WHITE LACE,2.95,"['paper', 'lace']",Stationery,Premium
22088,PAPER BUNTING COLOURED LACE,2.95,"['paper', 'bunting', 'lace']",Stationery,Premium
22089,PAPER BUNTING VINTAGE PAISLEY,2.95,"['paper', 'vintage', 'paisley']",Stationery,Premium
22090,PAPER BUNTING RETROSPOT,2.95,"['paper', 'bunting', 'retrospot']",Stationery,Premium
22091,EMPIRE TISSUE BOX,0.39,"['empire', 'tissue', 'box']",Other,Budget
22092,BLUE PAISLEY TISSUE BOX,0.39,"['blue', 'paisley', 'tissue', 'box']",Other,Budget
22093,MOTORING TISSUE BOX,0.39,"['motoring', 'tissue', 'box']",Jewellery,Budget
22094,RED RETROSPOT TISSUE BOX,0.39,"['red', 'retrospot', 'tissue', 'box']",Garden,Budget
22095,LADS ONLY TISSUE BOX,0.39,"['lads', 'tissue', 'box']",Other,Budget
22096,PINK PAISLEY SQUARE TISSUE BOX,0.39,"['pink', 'paisley', 'square', 'tissue', 'box']",Other,Budget
22097,SWALLOW SQUARE TISSUE BOX,0.39,"['square', 'tissue', 'box']",Other,Budget
22098,BOUDOIR SQUARE TISSUE BOX,0.39,"['boudoir', 'square', 'tissue', 'box']",Other,Budget
22099,CARAVAN SQUARE TISSUE BOX,0.39,"['caravan', 'square', 'tissue', 'box']",Toys,Budget
22100,SKULLS SQUARE TISSUE BOX,0.39,"['skulls', 'square', 'tissue', 'box']",Other,Budget
22101,MIRROR MOSAIC VOTIVE HOLDER,2.1,"['mirror', 'mosaic', 'votive', 'holder']",Home Decor,Premium
22102,MIRROR MOSAIC T-LIGHT HOLDER,1.65,"['mirror', 'mosaic', 't', 'light', 'holder']",Home Decor,Standard
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.65,"['mirror', 'mosaic', 't', 'light', 'holder', 'round']",Home Decor,Standard
22104,MIRROR MOSAIC CANDLE PLATE,1.45,"['mirror', 'mosaic', 'candle', 'plate']",Home Decor,Standard
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4.25,"['mirror', 'mosaic', 'goblet', 'candle', 'holder']",Home Decor,Luxury
22106,MIRROR MOSAIC HURRICANE LAMP,6.35,"['mirror', 'mosaic', 'hurricane', 'lamp']",Home Decor,Luxury
22107,PIZZA PLATE IN BOX,3.75,"['pizza', 'plate', 'box']",Kitchen,Premium
22108,PING! MICROWAVE PLATE,3.29,"['ping', 'microwave', 'plate']",Kitchen,Premium
22109,FULL ENGLISH BREAKFAST PLATE,3.75,"['english', 'breakfast', 'plate']",Kitchen,Premium
22110,BIRD HOUSE HOT WATER BOTTLE,2.55,"['bird', 'house', 'hot', 'water', 'bottle']",Kitchen,Premium
22111,SCOTTIE DOG HOT WATER BOTTLE,4.95,"['dog', 'hot', 'water', 'bottle']",Kitchen,Luxury
22112,CHOCOLATE HOT WATER BOTTLE,4.95,"['chocolate', 'hot', 'water', 'bottle']",Kitchen,Luxury
22113,GREY HEART HOT WATER BOTTLE,4.25,"['grey', 'heart', 'water', 'bottle']",Home Decor,Luxury
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.25,"['water', 'bottle', 'tea', 'sympathy']",Kitchen,Luxury
22115,METAL SIGN EMPIRE TEA,0.79,"['empire', 'tea']",Home Decor,Budget
22116,METAL SIGN HIS DINNER IS SERVED,0.79,['dinner'],Home Decor,Budget
22117,METAL SIGN HER DINNER IS SERVED,2.95,['dinner'],Home Decor,Premium
22118,JOY WOODEN BLOCK LETTERS,4.95,"['joy', 'letter']",Other,Luxury
22119,PEACE WOODEN BLOCK LETTERS,6.95,"['peace', 'wooden', 'block', 'letter']",Other,Luxury
22120,WELCOME  WOODEN BLOCK LETTERS,9.95,"['block', 'letter']",Other,Luxury
22121,NOEL WOODEN BLOCK LETTERS,5.95,"['block', 'letter']",Other,Luxury
22123,PING MICROWAVE APRON,1.95,"['ping', 'microwave', 'apron']",Other,Standard
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.46,"['tea', 'towel', 'ping', 'microwave']",Food,Premium
22125,UNION JACK HOT WATER BOTTLE,5.95,"['union', 'jack', 'hot', 'water', 'bottle']",Kitchen,Luxury
22127,PARTY CONES CARNIVAL ASSORTED,1.25,"['party', 'cones', 'carnival']",Toys,Standard
22128,PARTY CONES CANDY ASSORTED,1.25,"['party', 'cones', 'candy']",Party Supplies,Standard
22129,PARTY CONES CANDY TREE DECORATION,0.85,"['party', 'cones', 'candy', 'tree', 'decoration']",Home Decor,Budget
22130,PARTY CONE CHRISTMAS DECORATION,0.85,"['party', 'christmas', 'decoration']",Home Decor,Budget
22131,FOOD CONTAINER SET 3 LOVE HEART,1.95,"['food', 'container', 'set', 'love', 'heart']",Home Decor,Standard
22132,RED LOVE HEART SHAPE CUP,0.85,"['red', 'love', 'heart', 'cup']",Home Decor,Budget
22133,PINK LOVE HEART SHAPE CUP,0.85,"['pink', 'love', 'heart', 'cup']",Home Decor,Budget
22134,LADLE LOVE HEART RED,0.42,"['ladle', 'love', 'heart', 'red']",Home Decor,Budget
22135,LADLE LOVE HEART PINK,0.42,"['ladle', 'love', 'heart', 'pink']",Home Decor,Budget
22136,LOVE HEART SOCK HANGER,1.65,"['love', 'heart', 'sock', 'hanger']",Home Decor,Standard
22137,BATHROOM SET LOVE HEART DESIGN,2.95,"['bathroom', 'set', 'love', 'heart', 'design']",Home Decor,Premium
22138,BAKING SET 9 PIECE RETROSPOT,4.95,"['set', 'piece', 'retrospot']",Garden,Luxury
22139,RETROSPOT TEA SET CERAMIC 11 PC,4.95,"['retrospot', 'tea', 'set', 'ceramic', 'pc']",Garden,Luxury
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.1,"['christmas', 'craft', 'tree', 'angel']",Christmas,Premium
22142,CHRISTMAS CRAFT WHITE FAIRY,1.45,"['christmas', 'craft', 'white', 'fairy']",Christmas,Standard
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.1,"['christmas', 'craft', 'friend']",Christmas,Premium
22145,CHRISTMAS CRAFT HEART STOCKING,2.1,"['christmas', 'heart', 'stocking']",Home Decor,Premium
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,"['easter', 'craft', 'ivy', 'wreath', 'chick']",Other,Standard
22147,FELTCRAFT BUTTERFLY HEARTS,1.45,"['feltcraft', 'butterfly', 'hearts']",Home Decor,Standard
22148,EASTER CRAFT 4 CHICKS,1.95,"['easter', 'chick']",Other,Standard
22149,FELTCRAFT 6 FLOWER FRIENDS,2.1,"['feltcraft', 'flower', 'friend']",Garden,Premium
22150,3 STRIPEY MICE FELTCRAFT,1.95,"['mouse', 'feltcraft']",Other,Standard
22151,PLACE SETTING WHITE HEART,0.42,"['place', 'white', 'heart']",Home Decor,Budget
22152,PLACE SETTING WHITE STAR,0.42,"['place', 'white', 'star']",Kitchen,Budget
22153,ANGEL DECORATION STARS ON DRESS,0.42,"['angel', 'decoration', 'star', 'dress']",Home Decor,Budget
22154,ANGEL DECORATION 3 BUTTONS,0.42,"['angel', 'decoration', 'button']",Home Decor,Budget
22155,STAR DECORATION RUSTIC,0.42,"['star', 'decoration', 'rustic']",Home Decor,Budget
22156,HEART DECORATION WITH PEARLS,0.85,"['heart', 'decoration', 'pearls']",Home Decor,Budget
22157,ANGEL DECORATION WITH LACE PADDED,0.85,"['angel', 'decoration', 'lace']",Home Decor,Budget
22158,3 HEARTS HANGING DECORATION RUSTIC,2.95,"['hearts', 'decoration', 'rustic']",Home Decor,Premium
22161,HEART DECORATION RUSTIC HANGING,0.19,"['heart', 'decoration', 'rustic', 'hanging']",Home Decor,Budget
22162,HEART GARLAND RUSTIC PADDED,2.95,"['heart', 'rustic']",Home Decor,Premium
22163,HEART STRING MEMO HOLDER HANGING,0.79,"['heart', 'string', 'memo', 'holder', 'hanging']",Home Decor,Budget
22164,STRING OF STARS CARD HOLDER,2.95,"['string', 'stars', 'card', 'holder']",Stationery,Premium
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",12.75,"['diamante', 'heart', 'shaped', 'wall', 'mirror']",Home Decor,Luxury
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,7.95,"['wall', 'mirror', 'rectangle', 'diamante', 'pink']",Home Decor,Luxury
22167,OVAL WALL MIRROR DIAMANTE,9.95,"['oval', 'wall', 'mirror', 'diamante']",Home Decor,Luxury
22168,ORGANISER WOOD ANTIQUE WHITE,8.5,"['organiser', 'wood']",Other,Luxury
22169,FAMILY ALBUM WHITE PICTURE FRAME,8.5,"['family', 'album', 'picture', 'frame']",Home Decor,Luxury
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.75,"['picture', 'frame', 'wood', 'portrait']",Home Decor,Luxury
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8.5,"['hook', 'photo', 'shelf']",Other,Luxury
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2.95,"['metal', 'hook', 'chateau']",Clothing,Premium
22174,PHOTO CUBE,1.65,"['photo', 'cube']",Other,Standard
22175,PINK OWL SOFT TOY,2.95,"['pink', 'owl', 'toy']",Toys,Premium
22176,BLUE OWL SOFT TOY,2.95,"['blue', 'owl', 'toy']",Toys,Premium
22178,VICTORIAN GLASS HANGING T-LIGHT,1.25,"['glass', 'hanging', 't', 'light']",Home Decor,Standard
22179,SET 10 LIGHTS NIGHT OWL,6.75,"['set', 'lights', 'night', 'owl']",Home Decor,Luxury
22180,RETROSPOT LAMP,9.95,"['retrospot', 'lamp']",Garden,Luxury
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.85,"['snowstorm', 'photo', 'frame', 'fridge', 'magnet']",Home Decor,Budget
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.95,['cake'],Food,Luxury
22183,CAKE STAND VICTORIAN FILIGREE MED,6.75,"['cake', 'stand', 'med']",Food,Luxury
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8.5,"['cake', 'large']",Food,Luxury
22185,SLATE TILE NATURAL HANGING,1.65,"['slate', 'tile', 'natural', 'hanging']",Other,Standard
22186,RED STAR CARD HOLDER,1.95,"['red', 'star', 'card', 'holder']",Stationery,Standard
22187,GREEN CHRISTMAS TREE CARD HOLDER,1.95,"['christmas', 'tree', 'card', 'holder']",Stationery,Standard
22188,BLACK HEART CARD HOLDER,3.95,"['heart', 'card', 'holder']",Stationery,Luxury
22189,CREAM HEART CARD HOLDER,3.95,"['cream', 'heart', 'card', 'holder']",Stationery,Luxury
22190,LOCAL CAFE MUG,2.1,"['local', 'cafe', 'mug']",Kitchen,Premium
22191,IVORY DINER WALL CLOCK,8.5,"['ivory', 'diner', 'wall', 'clock']",Home Decor,Luxury
22192,BLUE DINER WALL CLOCK,8.5,"['diner', 'wall', 'clock']",Home Decor,Luxury
22193,RED DINER WALL CLOCK,8.5,"['diner', 'wall', 'clock']",Home Decor,Luxury
22194,BLACK DINER WALL CLOCK,8.5,"['diner', 'wall', 'clock']",Home Decor,Luxury
22195,LARGE HEART MEASURING SPOONS,1.65,"['heart', 'spoon']",Home Decor,Standard
22196,SMALL HEART MEASURING SPOONS,0.85,"['heart', 'spoon']",Home Decor,Budget
22197,SMALL POPCORN HOLDER,0.85,"['small', 'popcorn', 'holder']",Home Decor,Budget
22198,LARGE POPCORN HOLDER,1.65,"['large', 'popcorn', 'holder']",Home Decor,Standard
22199,FRYING PAN RED RETROSPOT,4.25,"['pan', 'red', 'retrospot']",Garden,Luxury
22200,FRYING PAN PINK POLKADOT,4.25,"['pan', 'pink']",Other,Luxury
22201,FRYING PAN BLUE POLKADOT,4.25,"['pan', 'blue']",Other,Luxury
22202,MILK PAN PINK POLKADOT,3.75,"['milk', 'pan', 'pink']",Other,Premium
22203,MILK PAN RED RETROSPOT,3.75,"['milk', 'pan', 'red', 'retrospot']",Garden,Premium
22204,MILK PAN BLUE POLKADOT,3.75,"['milk', 'pan']",Other,Premium
22207,FRYING PAN UNION FLAG,4.25,"['pan', 'union', 'flag']",Other,Luxury
22208,WOOD STAMP SET THANK YOU,0.83,"['wood', 'stamp', 'set']",Other,Budget
22209,WOOD STAMP SET HAPPY BIRTHDAY,0.83,"['wood', 'stamp', 'set', 'happy', 'birthday']",Party Supplies,Budget
22210,WOOD STAMP SET BEST WISHES,0.83,"['wood', 'stamp', 'set', 'best', 'wishes']",Other,Budget
22211,WOOD STAMP SET FLOWERS,0.83,"['wood', 'stamp', 'set', 'flower']",Garden,Budget
22212,FOUR HOOK  WHITE LOVEBIRDS,2.1,"['hook', 'white', 'lovebirds']",Other,Premium
22214,CANDLE PLATE LACE WHITE,2.55,"['candle', 'plate', 'lace', 'white']",Home Decor,Premium
22215,CAKE STAND WHITE TWO TIER LACE,8.5,"['cake', 'stand', 'white', 'tier', 'lace']",Food,Luxury
22216,T-LIGHT HOLDER WHITE LACE,0.85,"['t', 'light', 'holder', 'lace']",Home Decor,Budget
22217,T-LIGHT HOLDER HANGING LACE,1.25,"['t', 'light', 'holder', 'lace']",Home Decor,Standard
22218,CAKE STAND LACE WHITE,4.25,"['cake', 'stand', 'lace']",Food,Luxury
22219,LOVEBIRD HANGING DECORATION WHITE,0.85,"['lovebird', 'hanging', 'decoration', 'white']",Home Decor,Budget
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,9.95,"['cake', 'stand', 'lovebird', 'tier', 'white']",Food,Luxury
22221,CAKE STAND LOVEBIRD 2 TIER PINK,9.95,"['cake', 'stand', 'lovebird', 'tier', 'pink']",Food,Luxury
22222,CAKE PLATE LOVEBIRD WHITE,4.95,"['cake', 'plate', 'lovebird', 'white']",Kitchen,Luxury
22223,CAKE PLATE LOVEBIRD PINK,4.95,"['cake', 'plate', 'lovebird', 'pink']",Kitchen,Luxury
22224,WHITE LOVEBIRD LANTERN,2.95,"['white', 'lovebird', 'lantern']",Home Decor,Premium
22227,HANGING HEART MIRROR DECORATION,0.65,"['heart', 'mirror', 'decoration']",Home Decor,Budget
22228,BUNNY WOODEN PAINTED WITH BIRD,0.85,"['bunny', 'bird']",Other,Budget
22229,BUNNY WOODEN PAINTED WITH FLOWER,0.85,"['bunny', 'flower']",Garden,Budget
22230,JIGSAW TREE WITH WATERING CAN,0.29,"['jigsaw', 'tree', 'watering']",Garden,Budget
22231,JIGSAW TREE WITH BIRDHOUSE,0.59,"['jigsaw', 'tree', 'birdhouse']",Christmas,Budget
22232,JIGSAW TOADSTOOLS 3 PIECE,0.59,"['jigsaw', 'toadstools', 'piece']",Other,Budget
22233,JIGSAW RABBIT AND BIRDHOUSE,0.59,"['jigsaw', 'rabbit', 'birdhouse']",Other,Budget
22236,CAKE STAND 3 TIER MAGIC GARDEN,12.75,"['cake', 'stand', 'tier', 'magic', 'garden']",Garden,Luxury
22241,GARLAND WOODEN HAPPY EASTER,1.25,"['wooden', 'happy', 'easter']",Other,Standard
22242,5 HOOK HANGER MAGIC TOADSTOOL,1.65,"['hook', 'hanger', 'magic', 'toadstool']",Other,Standard
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1.65,"['hook', 'magic', 'toadstool']",Other,Standard
22244,3 HOOK HANGER MAGIC GARDEN,1.95,"['hook', 'hanger', 'magic', 'garden']",Garden,Standard
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",0.85,"['hook', 'hanger', 'magic', 'garden']",Garden,Budget
22246,"GARLAND, MAGIC GARDEN 1.8M",1.95,"['garland', 'magic', 'garden', 'm']",Garden,Standard
22247,BUNNY DECORATION MAGIC GARDEN,0.85,"['bunny', 'decoration', 'magic', 'garden']",Home Decor,Budget
22248,DECORATION  PINK CHICK MAGIC GARDEN,0.85,"['decoration', 'pink', 'chick', 'magic', 'garden']",Home Decor,Budget
22249,DECORATION WHITE CHICK MAGIC GARDEN,0.85,"['decoration', 'chick', 'magic', 'garden']",Home Decor,Budget
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,0.85,"['decoration', 'butterfly', 'magic', 'garden']",Home Decor,Budget
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.25,"['birdhouse', 'decoration', 'magic', 'garden']",Home Decor,Standard
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1.25,"['birdcage', 'decoration', 'tealight', 'holder']",Home Decor,Standard
22254,FELT TOADSTOOL LARGE,1.25,"['felt', 'toadstool', 'large']",Other,Standard
22255,FELT TOADSTOOL  SMALL,0.85,"['felt', 'toadstool', 'small']",Other,Budget
22256,FELT FARM ANIMAL CHICKEN,1.25,"['felt', 'farm', 'animal', 'chicken']",Toys,Standard
22257,FELT FARM ANIMAL SHEEP,1.25,"['felt', 'farm', 'animal', 'sheep']",Toys,Standard
22258,FELT FARM ANIMAL RABBIT,1.25,"['felt', 'farm', 'animal']",Toys,Standard
22259,FELT FARM ANIMAL HEN,1.25,"['felt', 'farm', 'animal', 'hen']",Toys,Standard
22260,FELT EGG COSY BLUE RABBIT,0.85,"['felt', 'egg', 'rabbit']",Other,Budget
22261,FELT EGG COSY WHITE RABBIT,0.85,"['felt', 'egg', 'rabbit']",Other,Budget
22262,FELT EGG COSY CHICKEN,0.85,"['felt', 'egg', 'cosy', 'chicken']",Other,Budget
